No,Codigo_Unico,Nombre,No_Obras_Adquisiciones,Monto_Ejercido_de_Aquisiciones,No_Obras_Aeropistas,Monto_Ejercido_de_Aeropistas,No_Obras_Caminos,Monto_Ejercido_de_Caminos,No_Obras_Electrificacion_y_Alumbrado,Monto_Ejercido_de_Electrificacion_y_Alumbrado,No_Obras_Equipamiento_Urbano_y_Rural,Monto_Ejercido_de_Equipamiento_Urbano_y_Rural,No_Obras_Infraestructura_Deportiva,Monto_Ejercido_de_Infraestructura_Deportiva,No_Obras_Infraestructura_Educativa,Monto_Ejercido_de_Infraestructura_Educativa,No_Obras_Infraestructura_Hidrosanitaria,Monto_Ejercido_de_Infraestructura_Hidrosanitaria,No_Obras_Infraestructura_Productiva_Rural,Monto_Ejercido_de_Infraestructura_Productiva_Rural,No_Obras_Infraestructura_Salud,Monto_Ejercido_de_Infraestructura_Salud,No_Obras_No_especificadas,Monto_Ejercido_de_No_especificadas,No_Obras_Pavimentacion,Monto_Ejercido_de_Pavimentacion,No_Obras_Planes_de_Movilidad_Urbana,Monto_Ejercido_de_Planes_de_Movilidad_Urbana,No_Obras_Proyectos,Monto_Ejercido_de_Proyectos,No_Obras_Vivienda,Monto_Ejercido_de_Vivienda,Total_de_Obras,Total_Ejercido_en_Obras,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,Ejercicio
1,200100010000000000, AHUMADA ,NULL,NULL,NULL,NULL,1,579958.85,NULL,NULL,3,739609.56,NULL,NULL,7,1509410.73,2,326049.99,NULL,NULL,NULL,NULL,2,209457.21,7,5159038.5,NULL,NULL,NULL,NULL,2,725789.74,24,9249314.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
2,200100020000000000, ALDAMA ,NULL,NULL,NULL,NULL,4,3448834.29,6,2783763.41,13,7678746.38,2,946589.55,7,3031299.73,NULL,NULL,NULL,NULL,NULL,NULL,3,1446637.22,13,7360084,NULL,NULL,NULL,NULL,1,240789.67,49,2.693674425E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
3,200100030000000000, ALLENDE ,NULL,NULL,NULL,NULL,1,130353.99,1,99799.44,4,4978865.44,NULL,NULL,NULL,NULL,2,182291.4,NULL,NULL,NULL,NULL,NULL,NULL,11,6014279.12,NULL,NULL,NULL,NULL,NULL,NULL,19,1.140558939E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
4,200100040000000000, AQUILES SERDAN ,NULL,NULL,NULL,NULL,1,974974.76,NULL,NULL,NULL,NULL,1,138832.83,NULL,NULL,2,929859,NULL,NULL,NULL,NULL,NULL,NULL,4,2357483.37,NULL,NULL,NULL,NULL,NULL,NULL,8,4401149.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
5,200100050000000000, ASCENSION ,NULL,NULL,NULL,NULL,NULL,NULL,1,495355.6,1,125725.08,NULL,NULL,7,1665365.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,8671674.69,NULL,NULL,NULL,NULL,NULL,NULL,15,1.095812081E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
6,200100060000000000, BACHINIVA ,NULL,NULL,NULL,NULL,6,4102970.47,NULL,NULL,3,491838.64,NULL,NULL,NULL,NULL,2,319853.95,NULL,NULL,NULL,NULL,NULL,NULL,3,3339668.88,NULL,NULL,NULL,NULL,NULL,NULL,14,8254331.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
7,200100070000000000, BALLEZA ,NULL,NULL,NULL,NULL,10,2556928.23,10,7198038.05,10,3892821.29,1,270322.24,25,7478309.85,24,7412213.99,2,487237.22,3,559531.08,NULL,NULL,17,1.067073683E7,NULL,NULL,NULL,NULL,9,7393080.57,111,4.791921935E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
8,200100080000000000, BATOPILAS ,NULL,NULL,NULL,NULL,18,7929823.15,12,1.041316489E7,3,879558,3,4676814.09,1,103054.21,4,1.524770101E7,NULL,NULL,3,676332.7,NULL,NULL,5,9433788.05,NULL,NULL,NULL,NULL,4,1605349.92,53,5.096558602E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
9,200100090000000000, BOCOYNA ,NULL,NULL,NULL,NULL,3,1938508.28,22,8179040.44,9,5976984.31,NULL,NULL,3,1966445.75,13,9636701.06,NULL,NULL,3,436851.92,NULL,NULL,18,1.403212621E7,NULL,NULL,NULL,NULL,3,2029883.95,74,4.419654192E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
10,200100100000000000, BUENAVENTURA ,NULL,NULL,NULL,NULL,1,531510,NULL,NULL,14,6125790.99,1,1.105292416E7,3,694281.21,1,251679.23,NULL,NULL,NULL,NULL,2,2255562.38,20,1.320044064E7,NULL,NULL,NULL,NULL,1,738787.64,43,3.485097625E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
11,200100110000000000, CAMARGO ,NULL,NULL,NULL,NULL,1,1150874.38,NULL,NULL,NULL,NULL,1,3391500,3,1605433.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,1.348329296E7,NULL,NULL,NULL,NULL,NULL,NULL,33,1.963110108E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
12,200100120000000000, CARICHI,NULL,NULL,NULL,NULL,17,6976854.26,1,128960.45,NULL,NULL,NULL,NULL,2,573829.71,14,5621839.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,1.285857757E7,38,2.616006164E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
13,200100130000000000, CASAS GRANDES ,NULL,NULL,NULL,NULL,3,4138984.23,1,427001,6,8180238.48,1,1356600,4,2484033.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1406690,NULL,NULL,NULL,NULL,1,267914,17,1.826146102E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
14,200100180000000000, CHIHUAHUA ,NULL,NULL,NULL,NULL,5,4537123.92,17,1.032859388E7,77,1.090608214E8,27,3.016173109E7,33,1.372886642E7,5,2893925.42,10,3201504.56,NULL,NULL,1,1093532,141,2.038698847E8,1,124755.67,NULL,NULL,9,8000949.12,326,3.870016881E8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
15,200100190000000000, CHINIPAS ,NULL,NULL,NULL,NULL,7,5272411.99,4,1.060338302E7,5,2593606.23,NULL,NULL,4,734124,1,1555418.78,NULL,NULL,NULL,NULL,NULL,NULL,3,4730999.64,NULL,NULL,NULL,NULL,2,883728,26,2.637367166E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
16,200100140000000000, CORONADO ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,501317.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,956668.11,NULL,NULL,NULL,NULL,1,3221002.57,7,4678988.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
17,200100150000000000, COYAME DEL SOTOL ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,640000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,2676020.71,6,3316020.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
18,200100160000000000, CUAUHTEMOC ,NULL,NULL,NULL,NULL,9,17983172,9,2407336,36,115309464,2,1765000,4,1293214,8,1784327,NULL,NULL,1,229918,NULL,NULL,35,76095512,NULL,NULL,NULL,NULL,NULL,NULL,104,216867943,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
19,200100170000000000, CUSIHUIRIACHI ,NULL,NULL,NULL,NULL,11,6613327.36,6,755153,5,1277214.97,1,262722.24,1,57696.86,1,70593.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1085785.52,26,1.012249331E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
20,200100200000000000, DELICIAS ,NULL,NULL,NULL,NULL,11,6390007.34,2,1867668.9,23,4.710392571E7,6,2.112975698E7,13,8732109.85,6,4768883.33,1,969641.38,2,3050468.08,NULL,NULL,39,2.512203425E7,NULL,NULL,NULL,NULL,2,5222299.18,105,124356795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
21,200100210000000000, DR. BELISARIO DOMINGUEZ ,NULL,NULL,NULL,NULL,1,923641.8,NULL,NULL,5,2640260.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,3563902.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
22,200100220000000000, EL TULE ,NULL,NULL,NULL,NULL,1,219033.18,NULL,NULL,NULL,NULL,NULL,NULL,2,318179,2,550345.09,NULL,NULL,NULL,NULL,NULL,NULL,9,3504928.47,NULL,NULL,NULL,NULL,1,192840.15,15,4785325.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
23,200100230000000000, GALEANA ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,102036,NULL,NULL,NULL,NULL,NULL,NULL,2,1197910.73,NULL,NULL,4,2646021.87,NULL,NULL,NULL,NULL,NULL,NULL,7,3945968.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
24,200100240000000000, GOMEZ FARIAS ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,6823232.98,1,150032.1,3,404516.19,5,1291337.24,NULL,NULL,NULL,NULL,NULL,NULL,9,2894413.14,NULL,NULL,NULL,NULL,NULL,NULL,31,1.156353165E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
28,200100270000000000, GUADALUPE Y CALVO ,NULL,NULL,NULL,NULL,54,2.577415405E7,16,1.449903266E7,8,5117023.1,NULL,NULL,52,9810767.22,2,628812.71,4,1535306.4,8,1622062.36,NULL,NULL,23,1.179205036E7,NULL,NULL,NULL,NULL,8,1.45767239E7,175,8.535593276E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
29,200100290000000000, GUAZAPARES ,NULL,NULL,NULL,NULL,3,1312504.89,5,1.107983426E7,2,1713655.22,NULL,NULL,NULL,NULL,3,1796505.86,NULL,NULL,1,924600.39,NULL,NULL,2,4590015.41,NULL,NULL,NULL,NULL,NULL,NULL,16,2.141711603E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
30,200100300000000000, GUERRERO ,NULL,NULL,NULL,NULL,4,6866074.02,5,917704.1,7,5129367.3,NULL,NULL,8,1318336.22,5,714269.17,2,227843.36,NULL,NULL,NULL,NULL,19,1.226121187E7,NULL,NULL,NULL,NULL,6,998590,56,2.843339604E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
31,200100310000000000, HIDALGO DEL PARRAL ,NULL,NULL,NULL,NULL,1,1723287.78,2,367340.1,23,1.243032624E7,1,577392.58,1,119793.4,2,251094.85,NULL,NULL,NULL,NULL,NULL,NULL,40,7.272193975E7,6,2286061.03,NULL,NULL,1,248953,77,9.072618873E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
32,200100320000000000, HUEJOTITAN ,NULL,NULL,NULL,NULL,3,428982,NULL,NULL,3,539278.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3313617.01,NULL,NULL,NULL,NULL,2,565322.84,11,4847200.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
33,200100330000000000, IGNACIO ZARAGOZA ,NULL,NULL,NULL,NULL,2,384067.76,NULL,NULL,10,6703389.22,NULL,NULL,1,104014,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,5821927.04,NULL,NULL,NULL,NULL,1,99738.58,21,1.31131366E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
34,200100340000000000, JANOS ,NULL,NULL,NULL,NULL,1,133810.11,NULL,NULL,1,307560.75,NULL,NULL,3,720707,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,4474631.26,NULL,NULL,NULL,NULL,NULL,NULL,9,5636709.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
35,200100350000000000, JIMENEZ ,NULL,NULL,NULL,NULL,NULL,NULL,3,1906502.75,4,7944979.59,1,5195445.79,6,3267372.55,NULL,NULL,NULL,NULL,1,4253839.24,1,3050806.71,9,1.274023673E7,NULL,NULL,NULL,NULL,11,3734149.51,36,4.209333287E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
36,200100360000000000, JUAREZ ,NULL,NULL,NULL,NULL,NULL,NULL,21,6.830359369E7,17,4.801409277E7,5,6933703.11,32,2.711153012E7,NULL,NULL,NULL,NULL,4,3.358001358E7,NULL,NULL,71,1.168489684E8,NULL,NULL,NULL,NULL,NULL,NULL,150,3.007919016E8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
37,200100370000000000, JULIMES ,NULL,NULL,NULL,NULL,2,214399.26,NULL,NULL,9,1747514.18,1,148480,1,88777,1,620958.79,NULL,NULL,NULL,NULL,NULL,NULL,6,1284917.91,NULL,NULL,NULL,NULL,1,189956.07,21,4295003.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
38,200100380000000000, LA CRUZ ,NULL,NULL,NULL,NULL,1,1520113.5,2,359330.19,1,753179.65,1,519215.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,1647025.93,NULL,NULL,NULL,NULL,NULL,NULL,10,4798864.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
39,200100390000000000, LOPEZ ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,390619.61,NULL,NULL,4,1026237.44,NULL,NULL,NULL,NULL,NULL,NULL,1,641369.96,14,4005716.01,NULL,NULL,NULL,NULL,NULL,NULL,20,6063943.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
40,200100400000000000, MADERA ,NULL,NULL,NULL,NULL,1,1593049.72,1,131109,2,581944.17,5,3891621.86,1,390842,9,1602773.09,NULL,NULL,NULL,NULL,NULL,NULL,12,1.018667521E7,NULL,NULL,NULL,NULL,2,470349.82,33,1.884836487E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
41,200100410000000000, MAGUARICHI ,NULL,NULL,NULL,NULL,13,4335768.01,5,620388.19,2,364873,NULL,NULL,NULL,NULL,2,218801,NULL,NULL,NULL,NULL,NULL,NULL,2,1730341,NULL,NULL,NULL,NULL,1,448942,25,7719113.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
42,200100420000000000, MANUEL BENAVIDES ,NULL,NULL,NULL,NULL,1,887111.09,NULL,NULL,4,924455.59,NULL,NULL,2,1044671.15,1,249995.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1370302.82,9,4476536.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
43,200100430000000000, MATACHI,NULL,NULL,NULL,NULL,2,2189599.44,2,404662.3,NULL,NULL,1,319086.4,2,427547.08,1,232828.2,NULL,NULL,NULL,NULL,NULL,NULL,3,2216148.91,NULL,NULL,NULL,NULL,NULL,NULL,11,5789872.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
44,200100440000000000, MATAMOROS ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,1517184.47,NULL,NULL,1,73463,NULL,NULL,2,1263002.35,1,887403.47,NULL,NULL,5,4227537.52,NULL,NULL,NULL,NULL,NULL,NULL,13,7968590.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
45,200100450000000000, MEOQUI ,NULL,NULL,NULL,NULL,NULL,NULL,1,1067772.18,7,1712500.07,4,693043.23,NULL,NULL,1,149875.28,NULL,NULL,3,6443516.72,NULL,NULL,19,6860278.63,NULL,NULL,NULL,NULL,1,235100,36,1.716208611E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
46,200100460000000000, MORELOS ,NULL,NULL,NULL,NULL,20,6785430.44,11,1.20466944E7,2,587912.71,NULL,NULL,11,2219728.91,3,1024264.9,NULL,NULL,5,1220330.38,4,4048348.39,NULL,NULL,NULL,NULL,NULL,NULL,2,551624.05,58,2.848433418E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
47,200100470000000000, MORIS ,NULL,NULL,NULL,NULL,8,2343230.4,5,2.109424807E7,NULL,NULL,5,1993675.99,NULL,NULL,2,822996.45,NULL,NULL,NULL,NULL,1,289927.36,NULL,NULL,NULL,NULL,NULL,NULL,4,2715986.42,25,2.926006469E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
48,200100480000000000, NAMIQUIPA ,NULL,NULL,NULL,NULL,5,1719460,11,2112371.49,4,529855.8,4,2866527.1,1,272681.01,12,1502122.81,NULL,NULL,1,264388.92,NULL,NULL,10,1943103.73,NULL,NULL,NULL,NULL,8,3592900.69,56,1.480341155E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
49,200100490000000000, NONOAVA ,NULL,NULL,NULL,NULL,2,4003170,6,1.028051164E7,5,4638378.44,NULL,NULL,6,607134,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,250000,NULL,NULL,NULL,NULL,3,826921.41,23,2.060611549E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
50,200100500000000000, NUEVO CASAS GRANDES ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1924720.76,5,5397794,4,1316214.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,1.467284201E7,NULL,NULL,NULL,NULL,NULL,NULL,32,2.331157127E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
51,200100510000000000, OCAMPO ,NULL,NULL,NULL,NULL,1,105161,NULL,NULL,4,702435.99,3,986818.83,1,137577.2,3,6160282.81,NULL,NULL,2,2111945.4,NULL,NULL,8,3718536.06,NULL,NULL,NULL,NULL,2,753237.91,24,1.46759952E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
52,200100520000000000, OJINAGA ,NULL,NULL,NULL,NULL,4,4561109.42,1,254166.62,2,377685.74,4,3828548.89,1,841383.91,NULL,NULL,NULL,NULL,1,575647.39,NULL,NULL,10,1.197716927E7,NULL,NULL,NULL,NULL,1,1123575.74,24,2.353928698E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
53,200100530000000000, PRAXEDIS G. GUERRERO ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,355274.88,NULL,NULL,6,2289602.29,NULL,NULL,NULL,NULL,1,330807.07,8,2975684.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
54,200100540000000000, RIVA PALACIO ,NULL,NULL,NULL,NULL,9,1.366270231E7,NULL,NULL,9,2706282.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,6679662.38,NULL,NULL,NULL,NULL,NULL,NULL,24,2.304864703E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
55,200100550000000000, ROSALES ,NULL,NULL,NULL,NULL,1,148507.55,NULL,NULL,1,469392,NULL,NULL,1,781613,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5371527.68,NULL,NULL,NULL,NULL,NULL,NULL,8,6771040.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
56,200100560000000000, ROSARIO ,NULL,NULL,NULL,NULL,4,2209023.27,NULL,NULL,2,399999.5,NULL,NULL,NULL,NULL,3,530834.69,NULL,NULL,NULL,NULL,NULL,NULL,1,277877.06,NULL,NULL,NULL,NULL,1,105670.6,11,3523405.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
57,200100570000000000, SAN FRANCISCO DE BORJA,NULL,NULL,NULL,NULL,1,273342.56,3,753307.99,1,100049.62,1,1583866.81,NULL,NULL,2,935718.64,NULL,NULL,NULL,NULL,1,1568764.85,4,1593506.11,NULL,NULL,NULL,NULL,1,1748998.66,14,8557555.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
58,200100580000000000, SAN FRANCISCO DE CONCHOS ,NULL,NULL,NULL,NULL,3,1249404.71,2,322295,NULL,NULL,2,139165,5,730916.41,NULL,NULL,NULL,NULL,1,93438.88,NULL,NULL,6,846864.81,NULL,NULL,NULL,NULL,NULL,NULL,19,3382084.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
59,200100590000000000, SAN FRANCISCO DEL ORO ,NULL,NULL,NULL,NULL,1,123500,1,631286,2,417432.22,3,985478.53,NULL,NULL,2,290835.24,NULL,NULL,1,550000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,385370.77,12,3383902.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
60,200100600000000000, SANTA BARBARA ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1967382.56,1,740000,1,1372572.61,NULL,NULL,NULL,NULL,NULL,NULL,6,6017532.7,NULL,NULL,NULL,NULL,NULL,NULL,10,1.009748787E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
61,200100610000000000, SANTA ISABEL ,NULL,NULL,NULL,NULL,2,1177387.91,4,1208799.07,3,1501223.87,6,4083877.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,990307.79,NULL,NULL,NULL,NULL,2,434109.61,21,9395705.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
62,200100620000000000, SATEVO,NULL,NULL,NULL,NULL,5,1138673.86,NULL,NULL,4,2953510.31,1,93737.57,1,700582,2,1081667.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3994997.39,16,9963168.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
63,200100630000000000, SAUCILLO ,NULL,NULL,NULL,NULL,3,2620690.68,NULL,NULL,2,1425801.39,3,2323845.04,3,1767746.63,4,2353975.73,NULL,NULL,NULL,NULL,NULL,NULL,6,3887900.15,NULL,NULL,NULL,NULL,1,599006.25,22,1.497896587E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
64,200100640000000000, TEMOSACHIC ,NULL,NULL,NULL,NULL,1,223622.76,9,1628609.87,4,475307.19,4,1378120.73,NULL,NULL,3,484046.79,NULL,NULL,1,1356532.31,NULL,NULL,8,5017010.13,NULL,NULL,NULL,NULL,1,628943.68,31,1.119219346E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
65,200100650000000000, URIQUE ,NULL,NULL,NULL,NULL,17,8240814.21,25,2.756184599E7,8,4623022.04,NULL,NULL,12,3969027.1,5,1367403.49,NULL,NULL,NULL,NULL,NULL,NULL,6,6822656.14,NULL,NULL,NULL,NULL,1,159734,74,5.274450297E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
66,200100660000000000, URUACHI ,NULL,NULL,NULL,NULL,16,2.098279948E7,2,3395610.45,3,347282,NULL,NULL,3,1095559.01,2,279336,NULL,NULL,6,8268599.53,NULL,NULL,1,569069.73,NULL,NULL,NULL,NULL,4,3298747.93,37,3.823700413E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
