No,Codigo_Unico,Nombre,No_Obras_Adquisiciones,Monto_Ejercido_de_Aquisiciones,No_Obras_Aeropistas,Monto_Ejercido_de_Aeropistas,No_Obras_Caminos,Monto_Ejercido_de_Caminos,No_Obras_Electrificacion_y_Alumbrado,Monto_Ejercido_de_Electrificacion_y_Alumbrado,No_Obras_Equipamiento_Urbano_y_Rural,Monto_Ejercido_de_Equipamiento_Urbano_y_Rural,No_Obras_Infraestructura_Deportiva,Monto_Ejercido_de_Infraestructura_Deportiva,No_Obras_Infraestructura_Educativa,Monto_Ejercido_de_Infraestructura_Educativa,No_Obras_Infraestructura_Hidrosanitaria,Monto_Ejercido_de_Infraestructura_Hidrosanitaria,No_Obras_Infraestructura_Productiva_Rural,Monto_Ejercido_de_Infraestructura_Productiva_Rural,No_Obras_Infraestructura_Salud,Monto_Ejercido_de_Infraestructura_Salud,No_Obras_No_especificadas,Monto_Ejercido_de_No_especificadas,No_Obras_Pavimentacion,Monto_Ejercido_de_Pavimentacion,No_Obras_Planes_de_Movilidad_Urbana,Monto_Ejercido_de_Planes_de_Movilidad_Urbana,No_Obras_Proyectos,Monto_Ejercido_de_Proyectos,No_Obras_Vivienda,Monto_Ejercido_de_Vivienda,Total_de_Obras,Total_Ejercido_en_Obras,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,Ejercicio
47,200100470000000000, MORIS ,NULL,NULL,NULL,NULL,11,3915677.73,9,5942927.74,5,1190786.31,NULL,NULL,1,90000,8,3821860.17,NULL,NULL,1,550000,NULL,NULL,1,162202.44,NULL,NULL,NULL,NULL,6,2486465.05,42,1.815991944E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
48,200100480000000000, NAMIQUIPA ,NULL,NULL,NULL,NULL,4,1637713,1,125045.42,1,70558.5,NULL,NULL,2,138195.87,13,3618940.96,NULL,NULL,NULL,NULL,NULL,NULL,4,1832932.89,NULL,NULL,NULL,NULL,2,666459.65,27,8089846.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
49,200100490000000000, NONOAVA ,NULL,NULL,NULL,NULL,2,2875610.58,2,1.020747629E7,3,1031823.77,NULL,NULL,NULL,NULL,3,1272501.01,NULL,NULL,1,191466.98,NULL,NULL,2,239660,NULL,NULL,NULL,NULL,1,494166.56,14,1.631270519E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
50,200100500000000000, NUEVO CASAS GRANDES ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,7041457,1,1132856,4,1668936,1,2000000,NULL,NULL,NULL,NULL,NULL,NULL,17,1.294967626E7,NULL,NULL,NULL,NULL,1,2371930.75,29,2.716485601E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
51,200100510000000000, OCAMPO ,NULL,NULL,NULL,NULL,2,403284.3,NULL,NULL,8,2439673.52,1,1099998.65,1,108917.75,4,4848611.6,NULL,NULL,1,3317400,NULL,NULL,3,1392560.69,3,429092.86,NULL,NULL,1,862681.95,24,1.490222132E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
52,200100520000000000, OJINAGA ,NULL,NULL,NULL,NULL,5,8344098.92,5,1080313.57,9,3053442.45,NULL,NULL,6,1023393.79,2,297000,NULL,NULL,NULL,NULL,NULL,NULL,10,8419804.67,NULL,NULL,NULL,NULL,6,2772792.19,43,2.499084559E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
53,200100530000000000, PRAXEDIS G. GUERRERO ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,1652764.46,2,1344407.89,2,3872784.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,4812319.06,NULL,NULL,NULL,NULL,2,644795.94,21,1.232707216E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
54,200100540000000000, RIVA PALACIO ,NULL,NULL,NULL,NULL,12,1.175340453E7,2,842854.88,2,2123977.91,NULL,NULL,4,1159580.93,NULL,NULL,3,1602794,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,1.748261225E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
55,200100550000000000, ROSALES ,NULL,NULL,NULL,NULL,2,1382850.51,NULL,NULL,3,3599383.49,1,572712.08,1,616359.64,NULL,NULL,NULL,NULL,1,2047247.72,NULL,NULL,3,3620776.32,NULL,NULL,NULL,NULL,NULL,NULL,11,1.183932976E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
56,200100560000000000, ROSARIO ,NULL,NULL,NULL,NULL,7,2122982.2,1,82375,2,559665.2,NULL,NULL,NULL,NULL,6,602503,NULL,NULL,NULL,NULL,NULL,NULL,7,995642.02,NULL,NULL,NULL,NULL,2,417456.49,25,4780623.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
57,200100570000000000, SAN FRANCISCO DE BORJA,NULL,NULL,NULL,NULL,2,398004.26,2,383269.11,3,3066358.41,NULL,NULL,NULL,NULL,5,1074626.81,NULL,NULL,NULL,NULL,NULL,NULL,4,967022.2,NULL,NULL,NULL,NULL,2,2718578.94,18,8607859.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
58,200100580000000000, SAN FRANCISCO DE CONCHOS ,NULL,NULL,NULL,NULL,4,1102272.33,NULL,NULL,1,555202.61,2,203911,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,24600,6,1123642.79,NULL,NULL,NULL,NULL,1,59575.65,15,3069204.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
59,200100590000000000, SAN FRANCISCO DEL ORO ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,1107993.29,2,512825.42,NULL,NULL,1,121799,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,541899.6,9,2284517.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
60,200100600000000000, SANTA BARBARA ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,768542.65,1,546883.92,NULL,NULL,1,1077345.11,NULL,NULL,NULL,NULL,NULL,NULL,12,3587980,1,518430.38,NULL,NULL,NULL,NULL,16,6499182.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
61,200100610000000000, SANTA ISABEL ,NULL,NULL,NULL,NULL,6,886418.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,602422.75,NULL,NULL,NULL,NULL,1,50026,6,1633528.8,NULL,NULL,NULL,NULL,1,290215,18,3462611.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
62,200100620000000000, SATEVO,NULL,NULL,NULL,NULL,4,1510625.55,NULL,NULL,4,2349186.17,4,2229353.54,1,357832,4,1583908.33,NULL,NULL,NULL,NULL,NULL,NULL,1,816912.34,NULL,NULL,NULL,NULL,2,3450635.44,20,1.229845337E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
63,200100630000000000, SAUCILLO ,NULL,NULL,NULL,NULL,8,1864022.04,NULL,NULL,4,369299.41,NULL,NULL,6,1350342.6,23,3554828.08,NULL,NULL,NULL,NULL,NULL,NULL,26,9889993.99,NULL,NULL,NULL,NULL,NULL,NULL,67,1.702848612E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
64,200100640000000000, TEMOSACHIC ,NULL,NULL,NULL,NULL,2,172777.11,5,412554.21,2,328563.6,NULL,NULL,2,360240.78,10,2091254.3,NULL,NULL,NULL,NULL,NULL,NULL,12,6873346.57,NULL,NULL,NULL,NULL,NULL,NULL,33,1.023873657E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
65,200100650000000000, URIQUE ,NULL,NULL,NULL,NULL,16,3540782.18,9,1.372883768E7,8,4289692.28,NULL,NULL,9,1528217.2,1,810000,NULL,NULL,NULL,NULL,NULL,NULL,7,8651173.95,NULL,NULL,NULL,NULL,NULL,NULL,50,3.254870329E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
66,200100660000000000, URUACHI ,NULL,NULL,NULL,NULL,11,1882981.84,6,7990831.13,7,1643704.66,NULL,NULL,6,1736912.73,2,637643.91,NULL,NULL,5,878521.4,NULL,NULL,4,3092014.19,NULL,NULL,NULL,NULL,4,1366283.12,45,1.922889298E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
67,200100670000000000, VALLE DE ZARAGOZA ,NULL,NULL,NULL,NULL,2,1565663.99,NULL,NULL,NULL,NULL,NULL,NULL,5,834157.52,6,894823.72,3,1654469.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,509199.88,18,5458314.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011
25,200100250000000000, GRAN MORELOS ,NULL,NULL,NULL,NULL,3,1361139.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1196990.47,NULL,NULL,NULL,NULL,NULL,NULL,5,2558130.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
26,200100280000000000, GUACHOCHI ,NULL,NULL,NULL,NULL,9,5522752.77,10,6090807.91,7,6557151.45,NULL,NULL,59,1.835287252E7,16,2.199854433E7,1,585869.19,7,1631242.67,1,1739842.74,5,2859458.36,NULL,NULL,NULL,NULL,20,4.984608634E7,135,1.151846283E8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
27,200100260000000000, GUADALUPE ,NULL,NULL,NULL,NULL,6,2912694.8,3,1760900,NULL,NULL,3,671391.54,2,610663.1,2,1801004.94,NULL,NULL,NULL,NULL,NULL,NULL,6,6729882.32,NULL,NULL,NULL,NULL,NULL,NULL,22,1.44865367E7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012
